"subject" "activity" "timeBodyaccelerometer.std...X" "timeBodyaccelerometer.std...Y" "timeBodyaccelerometer.std...Z" "timeGravityaccelerometer.std...X" "timeGravityaccelerometer.std...Y" "timeGravityaccelerometer.std...Z" "timeBodyaccelerometerJerk.std...X" "timeBodyaccelerometerJerk.std...Y" "timeBodyaccelerometerJerk.std...Z" "timeBodygyroscope.std...X" "timeBodygyroscope.std...Y" "timeBodygyroscope.std...Z" "timeBodygyroscopeJerk.std...X" "timeBodygyroscopeJerk.std...Y" "timeBodygyroscopeJerk.std...Z" "timeBodyaccelerometermagnitude.std.." "timeGravityaccelerometermagnitude.std.." "timeBodyaccelerometerJerkmagnitude.std.." "timeBodygyroscopemagnitude.std.." "timeBodygyroscopeJerkmagnitude.std.." "frequencyBodyaccelerometer.std...X" "frequencyBodyaccelerometer.std...Y" "frequencyBodyaccelerometer.std...Z" "frequencyBodyaccelerometerJerk.std...X" "frequencyBodyaccelerometerJerk.std...Y" "frequencyBodyaccelerometerJerk.std...Z" "frequencyBodygyroscope.std...X" "frequencyBodygyroscope.std...Y" "frequencyBodygyroscope.std...Z" "frequencyBodyaccelerometermagnitude.std.." "frequencybodyaccelerometerJerkmagnitude.std.." "frequencybodygyroscopemagnitude.std.." "frequencybodygyroscopeJerkmagnitude.std.."
8 "LAYING" -0.938655775147059 -0.912005262794118 -0.944307325147059 -0.921903408823529 -0.954179415089706 -0.957679749558824 -0.968266558676471 -0.958251081617647 -0.971053946911765 -0.954263293529412 -0.949919838676471 -0.937204285 -0.968909325735294 -0.971012080735294 -0.979004109558824 -0.907314388426471 -0.907314388426471 -0.958230613970588 -0.918988171911765 -0.966940257794118 -0.93518901 -0.909695784117647 -0.942851794411765 -0.972063804264706 -0.962284386470588 -0.973703302647059 -0.955843128823529 -0.948316627794118 -0.940620289852941 -0.910878894573529 -0.954502384558824 -0.920163554264706 -0.966324333088235
8 "SITTING" -0.983597968615385 -0.951906076923077 -0.924850223692308 -0.981098054923077 -0.974099979076923 -0.935905864153846 -0.980708034153846 -0.969164112769231 -0.974437349384615 -0.980187173230769 -0.947573507230769 -0.958341556923077 -0.985139888153846 -0.977126182769231 -0.983363689538462 -0.938792704 -0.938792704 -0.965584258923077 -0.934097013384615 -0.973943049846154 -0.984525944923077 -0.952816567230769 -0.918466157230769 -0.982951789230769 -0.972857110153846 -0.976793423230769 -0.98155971 -0.944500246461539 -0.962069277076923 -0.942359148 -0.963582427230769 -0.936179919076923 -0.973572839076923
8 "STANDING" -0.987644753636364 -0.962581693939394 -0.933214518181818 -0.990679711818182 -0.986311802121212 -0.956647189393939 -0.983546183030303 -0.976597136969697 -0.974393462424242 -0.948886660606061 -0.949927890909091 -0.971365463333333 -0.973953313030303 -0.975978968787879 -0.986511989090909 -0.955167839393939 -0.955167839393939 -0.975484767272727 -0.931174994848485 -0.9760047 -0.988756069090909 -0.962404453636364 -0.930106437575758 -0.984923977575758 -0.978488655757576 -0.977104528484849 -0.949548210606061 -0.947301907878788 -0.973659924242424 -0.958623384242424 -0.975373016363636 -0.932130678787879 -0.977038603030303
8 "WALKING" -0.180512875071698 -0.00700288333773585 0.0125769754150943 -0.974882363584906 -0.966548679056604 -0.946662022830189 -0.143243020816981 0.054598924254717 -0.129698192181132 -0.40347297509434 -0.0119626634339623 -0.207597987471698 -0.315372353396226 -0.0696985318113208 -0.310964106433962 -0.183279995301887 -0.183279995301887 0.0292447428566038 -0.0264242979603774 -0.0585803530245283 -0.173684489126415 -0.0937627005226415 -0.0425311326415094 -0.157141333388679 0.0722714220797736 -0.129939170284906 -0.454554662641509 -0.000295880622641508 -0.300618536415094 -0.389873083207547 0.0387709569886792 -0.203002127977358 -0.0386383082943396
8 "WALKING_DOWNSTAIRS" 0.1663027898625 0.166910674515625 -0.133560471625 -0.9485288428125 -0.9407242421875 -0.898512828125 0.1028227757375 -0.034525814259375 -0.288606957028125 -0.327204525965625 -0.211765874625 -0.3342072575 -0.2862089154375 -0.29597932525625 -0.396018286875 0.157179614718125 0.157179614718125 0.102941115439062 -0.10436704525 -0.29647389825 0.16672348153125 0.094916348734375 -0.22377016010625 0.03921676295 -0.0918754955 -0.37289271284375 -0.38027167084375 -0.25111776698125 -0.4285113175 -0.066270381940625 0.0504874941875 -0.262987161809375 -0.3590291840625
8 "WALKING_UPSTAIRS" -0.0560207194376667 0.168355116301 -0.0362338867466667 -0.940914800666667 -0.931283889333333 -0.910303092666667 -0.0837402309466667 -0.120199502733333 -0.42779384 -0.427941168 -0.409897671666667 -0.0989299002 -0.440383895333333 -0.612178790333333 -0.506621717666667 -0.200271165233333 -0.200271165233333 -0.118525909333333 -0.261370067113333 -0.61253029 -0.03309897375 0.150034157036667 -0.0481107583133333 -0.158646677785 -0.17636287492 -0.484828048 -0.470305590666667 -0.400502036 -0.161722047263333 -0.383876216666667 -0.1959939047 -0.3201419793 -0.651452810333333
9 "LAYING" -0.960701093076923 -0.967737521282051 -0.967969824358974 -0.936337132307692 -0.985368504871795 -0.975385223589744 -0.982269282564103 -0.96266455025641 -0.984322631025641 -0.979853111282051 -0.977421428974359 -0.958923004358974 -0.983024773333333 -0.983116348717949 -0.989016794871795 -0.953096778205128 -0.953096778205128 -0.975752118205128 -0.957128890769231 -0.983023442307692 -0.95934020974359 -0.971739624615385 -0.965784787179487 -0.984634525384615 -0.964491175128205 -0.985260214358974 -0.981255567435897 -0.977637126923077 -0.961770968717949 -0.95773931051282 -0.974747848205128 -0.958188185897436 -0.982943405384615
9 "SITTING" -0.980945022045455 -0.904335121022727 -0.926094740227273 -0.983137541590909 -0.939942979795454 -0.945008999545455 -0.975204850227273 -0.952786261136364 -0.973436529545455 -0.966225485 -0.950064068181818 -0.940637937045455 -0.966037012045455 -0.975433911363636 -0.964878512727273 -0.920939027727273 -0.920939027727273 -0.965757731590909 -0.931414810454545 -0.970392610454546 -0.9825908425 -0.9022915301 -0.92184351 -0.976530547272727 -0.954464442045455 -0.97602233 -0.969390369318182 -0.947571471590909 -0.947346476590909 -0.925669291136364 -0.966545323409091 -0.934746865454545 -0.970675403409091
9 "STANDING" -0.968591815714286 -0.869439913392857 -0.869327321785714 -0.974088206071429 -0.931973943392857 -0.914608495714286 -0.962647080178571 -0.931217140714286 -0.963832118928571 -0.910395222321429 -0.933738104107143 -0.907471555714286 -0.941930044107143 -0.961177741607143 -0.944755343035714 -0.87977380125 -0.87977380125 -0.942962047678571 -0.867041711785714 -0.947970723571429 -0.97066840875 -0.867933178017857 -0.858231387857143 -0.965778920714286 -0.936202600714286 -0.96807230125 -0.912780915714286 -0.931857811428571 -0.91678935625 -0.886745170714286 -0.943601960178571 -0.868913993928571 -0.946196462857143
9 "WALKING" -0.385503894166667 0.0151157612583333 -0.451703151875 -0.9807517325 -0.968431116875 -0.959969496875 -0.344664885625 -0.0557340636125 -0.623336738958333 -0.54255573125 -0.5276395625 -0.368623180416667 -0.401816642083333 -0.595516873541667 -0.322888537291667 -0.388087958958333 -0.388087958958333 -0.2400452566875 -0.512550419791667 -0.527287959166667 -0.398919033958333 -0.0303277146666667 -0.469264312708333 -0.364060375416667 -0.008846266598125 -0.641262642708333 -0.576368885 -0.530794412291667 -0.455144866875 -0.508782517291667 -0.222116976099167 -0.58852015 -0.500363496041667
9 "WALKING_DOWNSTAIRS" 0.0399542623137255 -0.060725795554902 -0.340067233137255 -0.952454797058824 -0.936849876078431 -0.921442676470588 -0.109103030729412 -0.111532179590196 -0.544940393137255 -0.405194769843137 -0.467414809803922 -0.338857968666667 -0.393960090980392 -0.590689389019608 -0.207122442017647 0.0378358135980392 0.0378358135980392 -0.112471045766667 -0.337827998058824 -0.514813192941176 0.0604018212215686 -0.127326895723529 -0.360952016862745 -0.1707928866 -0.110679156721902 -0.576548271960784 -0.452595275892157 -0.480285723921569 -0.459187212941176 -0.129422141388235 -0.161718784911765 -0.439031871254902 -0.541114892745098
9 "WALKING_UPSTAIRS" -0.21867161167 0.061053578148 -0.32954156626 -0.9507840878 -0.9062926264 -0.904245852 -0.3526034534 -0.23335115928 -0.6942444274 -0.4698005224 -0.4965985144 -0.35513604674 -0.41572743434 -0.6984727926 -0.40437746498 -0.26164539256 -0.26164539256 -0.3785244064 -0.38538757698 -0.632407903 -0.179453864784 0.057475358236 -0.29566164152 -0.3582381798 -0.2274840345 -0.7185913194 -0.5088015024 -0.45776832 -0.4450942296 -0.3732844244 -0.4046770318 -0.442784802888 -0.6387678984
10 "LAYING" -0.955028755365854 -0.944560412682927 -0.954322645853659 -0.924595411707317 -0.972895000243902 -0.950616352439024 -0.97457748 -0.949880373902439 -0.978581395365854 -0.968410598780488 -0.960388878536585 -0.943991491707317 -0.969448964878049 -0.968635602682927 -0.965992967804878 -0.933052082926829 -0.933052082926829 -0.96724276097561 -0.938945349268293 -0.967980255365854 -0.954777029512195 -0.948911811219512 -0.952212366585366 -0.976852720243902 -0.951858156341463 -0.98076310902439 -0.971396186097561 -0.961758604146342 -0.950494796341463 -0.938297159512195 -0.967523150243902 -0.943150818048781 -0.968987910731707
10 "SITTING" -0.97920198893617 -0.917926215957447 -0.921184146595745 -0.987377884680851 -0.956564089148936 -0.951094470212766 -0.96909587893617 -0.942570115531915 -0.956748599361702 -0.953581007659574 -0.941307137234043 -0.934013262765957 -0.94057041106383 -0.960516473617021 -0.955518440212766 -0.92452951893617 -0.92452951893617 -0.944443739148936 -0.914188875319149 -0.946556766382979 -0.98160693787234 -0.919977867234043 -0.921282243829787 -0.970941377021277 -0.944600508085106 -0.960074953404255 -0.960045334893617 -0.942121154680851 -0.94242915893617 -0.932843845531915 -0.943083062553192 -0.922666342978723 -0.947068972765957
10 "STANDING" -0.981758159649123 -0.921493191754386 -0.925692371929825 -0.985583066842105 -0.96844910122807 -0.942795062280702 -0.973132635789474 -0.949362277017544 -0.967547241754386 -0.947561298596491 -0.94248658631579 -0.947782155964912 -0.946423593157895 -0.962422163684211 -0.962758177192982 -0.939310249649123 -0.939310249649123 -0.956099145964912 -0.915891572982456 -0.952536233859649 -0.984067374035088 -0.921449111052632 -0.922067224210526 -0.975235677719298 -0.950681450350877 -0.969895845789474 -0.952817395263158 -0.942539174210526 -0.95445570245614 -0.94456410754386 -0.95538157877193 -0.923108761578947 -0.952088499473684
10 "WALKING" -0.240467970127273 0.0937483312163636 -0.505020537272727 -0.976974779454545 -0.956776938181818 -0.964008011454546 -0.152966019345455 -0.0824940419363636 -0.638422304727273 -0.482770898727273 -0.431080480181818 -0.406562082181818 -0.3300036288 -0.545283676909091 -0.23253221642 -0.309741406909091 -0.309741406909091 -0.160319577454545 -0.473127105272727 -0.486224016545455 -0.265849591836364 0.0512043094241818 -0.535620189272727 -0.191439649605455 -0.0610899451945455 -0.663502379818182 -0.526235315272727 -0.419869491090909 -0.515054422545455 -0.466254880727273 -0.195744803745455 -0.579195331090909 -0.484705989454545
10 "WALKING_DOWNSTAIRS" 0.367264624347826 0.246848808141087 -0.434143712391304 -0.95329919826087 -0.920606891304348 -0.936062752608696 0.149708796941304 0.167659941447826 -0.570342312173913 -0.341810210423913 -0.406201948478261 -0.205765968845652 -0.293964808043478 -0.46569843326087 -0.015631668523913 0.311197367173913 0.311197367173913 0.0697660218847826 -0.260386255493478 -0.409960491521739 0.410163582608696 0.183304544630435 -0.474222831086957 0.0982022749782609 0.228999071956522 -0.600737554347826 -0.398272861897826 -0.448477675869565 -0.364956256304348 0.124962424243478 -0.00664095240434783 -0.383865464717391 -0.448863512391304
10 "WALKING_UPSTAIRS" -0.0292922798645833 0.192332173402083 -0.390863470625 -0.954890393125 -0.903078151666667 -0.9284837625 -0.200442886416667 -0.0881966250625 -0.656296501875 -0.398982173333333 -0.446495764375 -0.251223112404167 -0.338794570208333 -0.62696020125 -0.285280798145833 -0.104161023127083 -0.104161023127083 -0.2584114619375 -0.332412389458333 -0.572677553958333 0.001669381933125 0.166092651933333 -0.3890039075 -0.205042163916667 -0.0710379492604167 -0.687494336458333 -0.451611857291667 -0.434468513125 -0.366194972708333 -0.225911092375 -0.305032646979167 -0.4211912525 -0.596177603333333
11 "LAYING" -0.919090707391304 -0.784750109869565 -0.841136688884058 -0.867469104637681 -0.772563572463768 -0.809945587391304 -0.980270261449275 -0.966076266811594 -0.977319784347826 -0.92903063884058 -0.946658120289855 -0.938358575072464 -0.96942053942029 -0.976608036521739 -0.98380867942029 -0.778867001449275 -0.778867001449275 -0.97411392826087 -0.899988083333333 -0.973785022318841 -0.912024676231884 -0.770082899072464 -0.828030664434783 -0.98293671057971 -0.967890773478261 -0.979524119855072 -0.930349743043478 -0.940893655652174 -0.941709684492754 -0.779860653666667 -0.97463834826087 -0.897809811594203 -0.974259882753623
11 "SITTING" -0.9868943384375 -0.92933177484375 -0.9115288051875 -0.98053361046875 -0.9547962690625 -0.9293738671875 -0.98877966078125 -0.979933558125 -0.982362855 -0.98383632875 -0.95670148109375 -0.95797581390625 -0.98975397828125 -0.98618884515625 -0.98946856890625 -0.92602692453125 -0.92602692453125 -0.9813024690625 -0.9451213134375 -0.98567313328125 -0.9869731996875 -0.92418948703125 -0.90183435978125 -0.98979551046875 -0.9810813059375 -0.98370924875 -0.98464153296875 -0.95191407578125 -0.95981025875 -0.927532871875 -0.98018816703125 -0.944952170625 -0.985470656875
11 "STANDING" -0.987659592638889 -0.95673927875 -0.954809350972222 -0.986776511666667 -0.982601625833333 -0.961206269166667 -0.985197866111111 -0.971987653888889 -0.981103528472222 -0.958045249583333 -0.965710634305556 -0.96384741375 -0.976814406388889 -0.980483654027778 -0.982168850833333 -0.962600397361111 -0.962600397361111 -0.978016647916667 -0.945324435 -0.978191361111111 -0.988496404166667 -0.956813734027778 -0.952936814583333 -0.986137072916667 -0.973730599722222 -0.982510670972222 -0.95809917 -0.964589344166667 -0.966272311388889 -0.965610834722222 -0.97745044625 -0.946554096666667 -0.978945049027778
11 "WALKING" -0.307286444482759 -0.119860249732069 0.14316387002069 -0.97494713 -0.960581059655172 -0.929074027586207 -0.191425726068966 -0.0715343977586207 -0.0507330463793103 -0.505098386551724 0.194830943965517 -0.168553444910345 -0.369553025172414 0.251079467965517 -0.388132333448276 -0.219083175161379 -0.219083175161379 -0.0287338709793103 0.0847807661275862 0.214662623215862 -0.324433506896552 -0.20468484 0.104162782113793 -0.182170107862069 -0.063529382462069 -0.0311772867931034 -0.55404371137931 0.22563430212069 -0.239861440034483 -0.413635706896552 -0.0508225101724138 -0.111066336137931 0.271310671703448
11 "WALKING_DOWNSTAIRS" 0.0686759884725 0.1473246579415 0.256615709525 -0.949295687 -0.94061514175 -0.912456032 0.222189396125 -0.0753126516825 0.05331831962225 -0.39170971025 0.211768515275 -0.162402528375 -0.30305495025 0.1508021238675 -0.35012270425 0.2387107824 0.2387107824 0.2970361894425 0.037095266235 0.044204336925 -0.00644875426 0.08494220767925 0.1159574913 0.0930550852525 -0.170179241775 -0.0826272280925 -0.4625514948 0.115701807925 -0.26098820595 -0.0395164242275 0.2139211322 -0.2435780775775 -0.075076605825
11 "WALKING_UPSTAIRS" -0.222965837957143 0.04813562395 0.110531101830952 -0.931695707857143 -0.911609007857143 -0.90851736 -0.369388644761905 -0.323546289547619 -0.409975066428571 -0.553691340476191 -0.285939096666667 -0.0285380058880952 -0.549501953809524 -0.495292665714286 -0.541233150238095 -0.255588473571429 -0.255588473571429 -0.372358794761905 -0.368256454166667 -0.554845962380952 -0.207851541404762 0.0398950860961905 0.117077214812619 -0.423052493333333 -0.374084587380952 -0.470517098809524 -0.594087126190476 -0.294666656428571 -0.0808710483904762 -0.39023702952381 -0.458213394047619 -0.475709704238095 -0.639198314047619
12 "LAYING" -0.932136916196429 -0.91312978525 -0.9291482225 -0.896637511607143 -0.950063904285714 -0.945564909107143 -0.971361217321429 -0.946431193214286 -0.956544020357143 -0.947373920357143 -0.937255620892857 -0.950952531071429 -0.940489628928571 -0.964493161428571 -0.976618598035714 -0.889803999821429 -0.889803999821429 -0.950390043392857 -0.909191616428571 -0.955994476071429 -0.929008208630357 -0.913943303142857 -0.929744009107143 -0.973468518928571 -0.948892213571429 -0.960000639642857 -0.953599476428571 -0.935251701428571 -0.956623798928571 -0.897632285946429 -0.949798615714286 -0.91462532125 -0.956022873928571
12 "SITTING" -0.973733975185185 -0.913606878148148 -0.86623508312963 -0.961587805925926 -0.949620956111111 -0.880855114074074 -0.980649901666667 -0.967265758703704 -0.971215586851852 -0.945665398333333 -0.945191522962963 -0.940382845185185 -0.971731723888889 -0.978798026296296 -0.980028803333333 -0.891405386833333 -0.891405386833333 -0.969390768518518 -0.904367641666667 -0.974779274814815 -0.974153632962963 -0.909590675185185 -0.855129559259259 -0.982334794074074 -0.969310807222222 -0.973584312777778 -0.946968764259259 -0.940162718518519 -0.943318962592593 -0.896663039925926 -0.968150814814815 -0.903425110925926 -0.974283053703704
12 "STANDING" -0.979307570377358 -0.923400921886792 -0.917064168490566 -0.987917503962264 -0.966162998679245 -0.939161014716981 -0.976403544716981 -0.965810609622642 -0.972060053207547 -0.945247687358491 -0.949646946792453 -0.951630777358491 -0.96598339754717 -0.976837757358491 -0.978166790943396 -0.933590156792453 -0.933590156792453 -0.968566356037736 -0.918438958867924 -0.97210793 -0.980541336037736 -0.919118753018868 -0.912358813773585 -0.978729082830189 -0.966850290188679 -0.974533710754717 -0.947891986226415 -0.945818157735849 -0.954339406415094 -0.93728796509434 -0.969092161886792 -0.919848139056604 -0.971899418301887
12 "WALKING" -0.337845650526316 -0.00983858745614035 -0.0875537104385965 -0.97871135245614 -0.969885704736842 -0.951123175789474 -0.285240086322807 -0.0636309586087719 -0.271952812397895 -0.487704688596491 -0.291793133157895 -0.349729996315789 -0.177135878807018 -0.26542948954386 -0.286539611005263 -0.237050911491228 -0.237050911491228 -0.0800796373315789 -0.278677095894737 -0.20958582992807 -0.359652442807018 -0.0801337089473684 -0.135298993170351 -0.32258823947193 -0.051492445845614 -0.303512658259649 -0.566434363333333 -0.326274939298246 -0.447418598070175 -0.388845727894737 -0.100977016192982 -0.437397587719298 -0.237568200640351
12 "WALKING_DOWNSTAIRS" 0.175316179522449 0.0581989161428571 -0.00508288631489796 -0.959941096530612 -0.945637354897959 -0.936875864285714 0.0665495863836735 -0.0394805856938776 -0.181920770326531 -0.292502170142857 -0.149532734510204 -0.233087003995918 -0.144198655671429 -0.126856180159184 -0.108631672857143 0.297628260513673 0.297628260513673 0.184678151653061 -0.0852498507734694 -0.0720253979114286 0.190057612793878 -0.0098733143877551 -0.0715697516918367 0.0257958727284082 -0.0204602318979592 -0.236282990306122 -0.365346471918367 -0.201647508081633 -0.365495822510204 0.0778911164081633 0.185086324497959 -0.292275606416327 -0.122581296953673
12 "WALKING_UPSTAIRS" -0.18696713117098 -0.0846635159215686 -0.176472905496078 -0.94320005627451 -0.93198385627451 -0.893897680980392 -0.307380355235294 -0.271921964809608 -0.50766658627451 -0.301619708745098 -0.393511530235294 -0.266528350568627 -0.327419927276471 -0.515131068235294 -0.417832855912549 -0.207853136352941 -0.207853136352941 -0.301373641411765 -0.256434387372549 -0.495614530529412 -0.164334257996078 -0.112046757156863 -0.177527085521569 -0.316026382078431 -0.263903927015686 -0.51716418627451 -0.345098607745098 -0.396890209294118 -0.355479825352941 -0.323840819784314 -0.313941443373333 -0.341173952466667 -0.511171625294118
13 "LAYING" -0.940115898734177 -0.938656964303798 -0.937995317063291 -0.915178416594937 -0.960005614050633 -0.94459410078481 -0.976171514936709 -0.977473477468354 -0.969982224303797 -0.967924783037975 -0.951716308101266 -0.962678917341772 -0.974157751898734 -0.976118272278481 -0.987887852911392 -0.914203793341772 -0.914203793341772 -0.966644126455696 -0.933005706835443 -0.971588666708861 -0.935803042531646 -0.935180739822785 -0.93645406121519 -0.979048422911392 -0.980031796455696 -0.972398520506329 -0.970229557974684 -0.948760874556962 -0.965902113797468 -0.917067726048101 -0.96685346443038 -0.93580575443038 -0.973260453291139
13 "SITTING" -0.979754754166667 -0.929923146520833 -0.94123982375 -0.968047947916667 -0.9398821344375 -0.937673780625 -0.985537324583333 -0.981247181041667 -0.985419673958333 -0.984768662916667 -0.971924478541667 -0.960893303125 -0.993414162916667 -0.989084701458333 -0.985611009166667 -0.932481038520833 -0.932481038520833 -0.981175412708333 -0.954409487083333 -0.98710691875 -0.979021799583333 -0.926536590625 -0.935727582916667 -0.987142692291667 -0.983464540208333 -0.986312963125 -0.985529577083333 -0.969320214375 -0.96379816625 -0.934224144583333 -0.9798582075 -0.954648350625 -0.986529805416667
13 "STANDING" -0.988815418148148 -0.938479429074074 -0.926065255185185 -0.987690217222222 -0.958904114074074 -0.918293913703704 -0.989198879814815 -0.976442140740741 -0.982610899259259 -0.972990379814815 -0.969421045555556 -0.974118322407407 -0.981573085740741 -0.985508765185185 -0.989270900740741 -0.937187185222222 -0.937187185222222 -0.979932239074074 -0.95322478962963 -0.982460332222222 -0.98918374962963 -0.936231722777778 -0.919744963888889 -0.990414086851852 -0.97858173 -0.984465744444444 -0.974200997592593 -0.968055495925926 -0.975976456111111 -0.938628186322222 -0.979135440925926 -0.954119826296296 -0.981832336296296
13 "WALKING" -0.229372613708621 0.230082870327586 -0.100911259501724 -0.976992972758621 -0.959764189137931 -0.955817386896552 -0.263986913017241 0.168503355 -0.325926493689655 -0.264139039568966 -0.179374579327586 -0.288224348275862 -0.114089192417241 -0.26425930807069 -0.381684653103448 -0.17583559347931 -0.17583559347931 -0.0729359173086207 -0.151124335112069 -0.234507646624138 -0.217085917137931 0.163755020931034 -0.129123674210345 -0.283214899103448 0.2153864173 -0.365862113172414 -0.317438290741379 -0.196581214862069 -0.36413166512069 -0.350191196206897 -0.104957689982759 -0.285660606568966 -0.264040210436207
13 "WALKING_DOWNSTAIRS" 0.0860467224333333 0.199576291345238 -0.105433321071429 -0.948148357619048 -0.945253676666667 -0.895628020238095 0.134852449144048 0.0423988706261905 -0.227819267642857 -0.298703177647619 -0.114642599364286 -0.266134078619048 -0.30213758472619 -0.220416645167619 -0.253863691142857 0.172170109571429 0.172170109571429 0.175064210457143 -0.125844699740476 -0.249288016357143 0.06639800885 0.119767799261905 -0.207877222419048 0.0693522210452381 0.0257959228428571 -0.303550557428571 -0.341039054880952 -0.173765953592857 -0.396242337380952 -0.0622087382523809 0.127303939771429 -0.297185415238095 -0.336723585357143
13 "WALKING_UPSTAIRS" -0.208690663826087 -0.0168816854347826 -0.0800911431956522 -0.935302223043478 -0.929588062608696 -0.876006020434783 -0.283977294021739 -0.246397957130435 -0.571125105217391 -0.331648371434783 -0.27406437053913 -0.176427145176087 -0.453671331521739 -0.541059515434783 -0.547938465434783 -0.264608772543478 -0.264608772543478 -0.340318062282609 -0.239628089695652 -0.573784362173913 -0.203980103717391 -0.0551561039130435 -0.0653066509130435 -0.323085540152174 -0.272743753717391 -0.617649931086957 -0.359814907217391 -0.260564539295652 -0.236590610747826 -0.401964545217391 -0.42443606676087 -0.302787446076087 -0.634016567391304
14 "LAYING" -0.931716426046512 -0.799175407674419 -0.750226030465116 -0.872741332325581 -0.744997109395349 -0.62117498555814 -0.974332974651163 -0.95128829372093 -0.969341829069767 -0.909600742558139 -0.936264651860465 -0.933352315348837 -0.962480671395349 -0.970861744651163 -0.977761333488372 -0.715629155348837 -0.715629155348837 -0.965718866046512 -0.875208822093023 -0.97110769 -0.927098642325581 -0.788035612790698 -0.730688172067442 -0.976914210232558 -0.954357377906977 -0.973515524651163 -0.910804705348837 -0.932571470930233 -0.937014988139535 -0.717350322023256 -0.967319980697674 -0.870891317209302 -0.97354367627907
14 "SITTING" -0.993965042580645 -0.922122370290323 -0.960358725483871 -0.99477414 -0.94876369516129 -0.969978049354839 -0.990650921612903 -0.978241997741935 -0.985998630322581 -0.985925803225806 -0.976788620322581 -0.967128713548387 -0.989199059032258 -0.989030419032258 -0.988648316129032 -0.94938825516129 -0.94938825516129 -0.984789917096774 -0.964017306451613 -0.988847949677419 -0.994684630967742 -0.917671731612903 -0.957322301612903 -0.991169785806452 -0.979970480967742 -0.987330661612903 -0.986851869354839 -0.974985589032258 -0.968820739032258 -0.951982209032258 -0.984493189677419 -0.963608089032258 -0.98879043
14 "STANDING" -0.991910929423077 -0.950862458846154 -0.949183556730769 -0.992459424230769 -0.978657623076923 -0.956467538653846 -0.988101371538462 -0.974154472884615 -0.984483700769231 -0.962498913461538 -0.971486217884615 -0.970799675576923 -0.972348762307692 -0.984322336923077 -0.980862624615385 -0.961586241346154 -0.961586241346154 -0.982193381923077 -0.947584959038462 -0.979012761730769 -0.992888230769231 -0.949666300576923 -0.944829706538462 -0.989484479038462 -0.976085486538461 -0.986028577115385 -0.964183706923077 -0.970393211346154 -0.973926438461538 -0.963474463653846 -0.982057686538462 -0.948622765769231 -0.979144488461538
14 "WALKING" -0.596007443513514 -0.161852411581081 -0.437133403243243 -0.979499263243243 -0.965093441081081 -0.944995731216216 -0.607620931621622 -0.382619718513514 -0.675601403648649 -0.401158753783784 -0.604032097432432 -0.562775245405405 -0.507957094054054 -0.799635384189189 -0.659576163108108 -0.565601466081081 -0.565601466081081 -0.542870062567568 -0.489809386081081 -0.757032544864865 -0.591449956486486 -0.170313804039189 -0.430624587162162 -0.624145724594595 -0.367760098378378 -0.690413386081081 -0.406678108108108 -0.567201282027027 -0.603544209459459 -0.632927475540541 -0.51900424972973 -0.529262243378378 -0.75738578027027
14 "WALKING_DOWNSTAIRS" -0.253756934258621 -0.14054060387069 -0.457972381896552 -0.964470066724138 -0.937816011034483 -0.92619169637931 -0.501968387931034 -0.371661522413793 -0.711494695517241 -0.288824754586207 -0.523377914655172 -0.443780454482759 -0.430134387586207 -0.810444542413793 -0.599481997931035 -0.259465249913793 -0.259465249913793 -0.482976929827586 -0.38216092137931 -0.67960595137931 -0.213028874331034 -0.166842375587931 -0.449465441724138 -0.522153341034483 -0.365719830448276 -0.734990064137931 -0.316252107741379 -0.470641125 -0.506738306724138 -0.359437080103448 -0.502224768103448 -0.423707329706897 -0.693032409137931
14 "WALKING_UPSTAIRS" -0.459775646153846 -0.223086808769231 -0.296523975076923 -0.950878450307692 -0.931758272769231 -0.882722399076923 -0.663642746307692 -0.627131235692308 -0.812458372307692 -0.489011794784615 -0.433673383846154 -0.564195608923077 -0.693854902307692 -0.839699143076923 -0.746268282923077 -0.480006649846154 -0.480006649846154 -0.674513059846154 -0.387754116158462 -0.824883302769231 -0.437975786923077 -0.199988428584615 -0.237296741292308 -0.690213625846154 -0.638086010153846 -0.830526636615385 -0.500119831476923 -0.349362687538462 -0.601112612153846 -0.536120293230769 -0.703433692615385 -0.386612992876923 -0.841061012153846
15 "LAYING" -0.969445445263158 -0.983231351842105 -0.984500013157895 -0.944472488552632 -0.987887995263158 -0.984081708947368 -0.989315824868421 -0.987182887763158 -0.989064628947368 -0.990328197763158 -0.979325678815789 -0.969302237763158 -0.992665154868421 -0.989063341973684 -0.993759841842105 -0.964355190394737 -0.964355190394737 -0.989101949473684 -0.965676821973684 -0.989917354473684 -0.967971891447368 -0.983317083947368 -0.984854487894737 -0.990410106973684 -0.988238648552632 -0.989370490789474 -0.990970119605263 -0.977491843421053 -0.971789046710526 -0.966576631710526 -0.987901463289474 -0.96613921868421 -0.989628012236842
